inc_number,occurred_on,ucr_crime_category,100_block_addr,zip,premise_type,year,month,day_name,hour
201500002112553,2015-11-02 18:56:00,AGGRAVATED ASSAULT,2500 W CAMELBACK RD,85017,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Monday,18.0
201500002112766,2015-11-02 19:27:00,DRUG OFFENSE,2300 W CACTUS RD,85029,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Monday,19.0
201500002112845,2015-11-02 19:36:00,ARSON,1000 N 48TH ST,85008,MOBILE HOME,2015.0,11.0,Monday,19.0
201500002117377,2015-11-02 20:00:00,LARCENY-THEFT,4200 N 31ST DR,85017,PARKING LOT,2015.0,11.0,Monday,20.0
201500002113029,2015-11-02 20:00:00,AGGRAVATED ASSAULT,4300 N 23RD AVE,85015,PARKING LOT,2015.0,11.0,Monday,20.0
201500002114629,2015-11-02 20:00:00,LARCENY-THEFT,4000 E RANCHO DR,85018,SINGLE FAMILY HOUSE,2015.0,11.0,Monday,20.0
201500002113091,2015-11-02 20:10:00,LARCENY-THEFT,5200 W INDIAN SCHOOL RD,85031,RETAIL BUSINESS,2015.0,11.0,Monday,20.0
201500002113084,2015-11-02 20:12:00,AGGRAVATED ASSAULT,300 W RIVERSIDE ST,85041,SINGLE FAMILY HOUSE,2015.0,11.0,Monday,20.0
201500002114757,2015-11-02 20:15:00,MOTOR VEHICLE THEFT,1400 E ORANGEWOOD AVE,85020,APARTMENT,2015.0,11.0,Monday,20.0
201500002113344,2015-11-02 20:25:00,ROBBERY,500 E BASELINE RD,85042,PARKING LOT,2015.0,11.0,Monday,20.0
201500002113444,2015-11-02 20:30:00,DRUG OFFENSE,1100 N 49TH ST,85008,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Monday,20.0
201500002113604,2015-11-02 20:30:00,LARCENY-THEFT,6100 N 35TH AVE,85017,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Monday,20.0
201500002113284,2015-11-02 20:45:00,LARCENY-THEFT,5700 N 19TH AVE,85015,RETAIL BUSINESS,2015.0,11.0,Monday,20.0
201500002113341,2015-11-02 20:45:00,LARCENY-THEFT,700 W CAMELBACK RD,85013,GROCERY / SUPER MARKET,2015.0,11.0,Monday,20.0
201500002132923,2015-11-02 20:55:00,LARCENY-THEFT,2700 N 91ST AVE,85037,RESTAURANT,2015.0,11.0,Monday,20.0
201500002130854,2015-11-02 21:00:00,BURGLARY,7000 W INDIAN SCHOOL RD,85033,APARTMENT,2015.0,11.0,Monday,21.0
201500002115091,2015-11-02 21:00:00,LARCENY-THEFT,2900 N GREENFIELD RD,85016,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Monday,21.0
201500002114644,2015-11-02 21:00:00,MOTOR VEHICLE THEFT,1000 W HELENA DR,85023,APARTMENT,2015.0,11.0,Monday,21.0
201500002115462,2015-11-02 21:00:00,BURGLARY,30800 N 42ND PL,85331,SINGLE FAMILY HOUSE,2015.0,11.0,Monday,21.0
201500002113962,2015-11-02 21:30:00,RAPE,5400 E WASHINGTON ST,85034,APARTMENT,2015.0,11.0,Monday,21.0
201500002117295,2015-11-02 21:30:00,LARCENY-THEFT,2900 W MANDALAY LN,85053,DRIVEWAY,2015.0,11.0,Monday,21.0
201500002114933,2015-11-02 21:30:00,MOTOR VEHICLE THEFT,4100 W GLENDALE AVE,85019,,2015.0,11.0,Monday,21.0
201500002113592,2015-11-02 21:57:00,BURGLARY,13800 N TATUM BLVD,85254,GAS / SERVICE STATION,2015.0,11.0,Monday,21.0
201500002115182,2015-11-02 22:00:00,BURGLARY,5000 E LIBBY ST,85254,SINGLE FAMILY HOUSE,2015.0,11.0,Monday,22.0
201500002115004,2015-11-02 22:00:00,LARCENY-THEFT,1000 E ORAIBI DR,85024,SINGLE FAMILY HOUSE,2015.0,11.0,Monday,22.0
201500002113721,2015-11-02 22:13:00,LARCENY-THEFT,600 E BUCKEYE RD,85034,CONVENIENCE MARKET / STORE,2015.0,11.0,Monday,22.0
201500002114515,2015-11-02 23:30:00,LARCENY-THEFT,800 E CHIPMAN RD,85040,VEHICLE,2015.0,11.0,Monday,23.0
201500002122401,2015-11-02 23:30:00,MOTOR VEHICLE THEFT,17200 N BLACK CANYON FWY,85023,HOTEL / MOTEL,2015.0,11.0,Monday,23.0
201500002117717,2015-11-03 00:00:00,LARCENY-THEFT,2100 E BASELINE RD,85042,RETAIL BUSINESS,2015.0,11.0,Tuesday,0.0
201500002117414,2015-11-03 00:00:00,DRUG OFFENSE,3400 S 67TH AVE,85043,SCHOOL-ELEMENTARY/SECONDARY,2015.0,11.0,Tuesday,0.0
201500002129190,2015-11-03 00:00:00,LARCENY-THEFT,1000 E OSBORN RD,85014,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,0.0
201600000536391,2015-11-03 00:00:00,MOTOR VEHICLE THEFT,4800 N 19TH AVE,85015,PARKING LOT,2015.0,11.0,Tuesday,0.0
201500002145806,2015-11-03 00:00:00,ROBBERY,4300 E DARREL RD,85042,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,0.0
201500002120590,2015-11-03 00:00:00,DRUG OFFENSE,4000 W BELL RD,85053,RETAIL BUSINESS,2015.0,11.0,Tuesday,0.0
201510000015756,2015-11-03 00:00:00,ARSON,1100 W BELL RD,85023,,2015.0,11.0,Tuesday,0.0
201500002201666,2015-11-03 00:01:00,LARCENY-THEFT,3700 S 71ST DR,85043,BANK / SAVINGS / CREDIT UNION,2015.0,11.0,Tuesday,0.0
201500002158723,2015-11-03 00:01:00,LARCENY-THEFT,5100 N 13TH PL,85014,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,0.0
201500002114027,2015-11-03 00:07:00,ROBBERY,N 23RD AVE & W CAMELBACK RD,85015,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,0.0
201500002114093,2015-11-03 00:21:00,LARCENY-THEFT,1100 N 51ST AVE,85043,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,0.0
201500002114870,2015-11-03 00:30:00,MOTOR VEHICLE THEFT,1500 N 39TH AVE,85009,APARTMENT,2015.0,11.0,Tuesday,0.0
201500002114458,2015-11-03 01:00:00,LARCENY-THEFT,300 W COCOPAH ST,85003,PARKING LOT,2015.0,11.0,Tuesday,1.0
201500002206958,2015-11-03 01:15:00,LARCENY-THEFT,11000 N 23RD DR,85029,WAREHOUSE / FACTORY,2015.0,11.0,Tuesday,1.0
201500002117020,2015-11-03 01:54:00,LARCENY-THEFT,600 E BUCKEYE RD,85034,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,1.0
201500002116322,2015-11-03 02:00:00,MOTOR VEHICLE THEFT,3700 W BUCKEYE RD,85009,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,2.0
201500002114292,2015-11-03 02:00:00,BURGLARY,4500 E OAK ST,85008,WAREHOUSE / FACTORY,2015.0,11.0,Tuesday,2.0
201500002114300,2015-11-03 02:14:00,AGGRAVATED ASSAULT,1800 N 32ND ST,85008,APARTMENT,2015.0,11.0,Tuesday,2.0
201500002114336,2015-11-03 02:20:00,AGGRAVATED ASSAULT,4100 E CANNON DR,85028,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,2.0
201500002135426,2015-11-03 02:30:00,MOTOR VEHICLE THEFT,10400 N BLACK CANYON FWY,85051,,2015.0,11.0,Tuesday,2.0
201500002114395,2015-11-03 02:40:00,MOTOR VEHICLE THEFT,6400 W VAN BUREN ST,85043,PARKING LOT,2015.0,11.0,Tuesday,2.0
201500002117953,2015-11-03 03:00:00,RAPE,8100 N 40TH AVE,85051,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,3.0
201500002114382,2015-11-03 03:10:00,BURGLARY,4100 N 27TH AVE,85017,OFFICE / COMMERCIAL BUILDING,2015.0,11.0,Tuesday,3.0
201500002116845,2015-11-03 03:35:00,LARCENY-THEFT,5100 E LIBBY ST,85254,VEHICLE,2015.0,11.0,Tuesday,3.0
201500002114850,2015-11-03 04:00:00,MOTOR VEHICLE THEFT,5300 W CAMBRIDGE AVE,85035,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,4.0
201500002118630,2015-11-03 04:30:00,BURGLARY,2200 W CHEERY LYNN RD,85015,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,4.0
201500002115218,2015-11-03 04:45:00,BURGLARY,5100 E LIBBY ST,85254,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,4.0
201500002113981,2015-11-03 05:00:00,LARCENY-THEFT,4100 N BLACK CANYON AC,85017,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,5.0
201500002118324,2015-11-03 05:00:00,MOTOR VEHICLE THEFT,3400 W MARSHALL AVE,85017,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,5.0
201500002117967,2015-11-03 05:15:00,BURGLARY,1500 W FAIRMOUNT AVE,85015,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,5.0
201500002114918,2015-11-03 05:30:00,BURGLARY,5600 W MCDOWELL RD,85043,APARTMENT,2015.0,11.0,Tuesday,5.0
201500002114664,2015-11-03 06:00:00,ROBBERY,4100 N 27TH AVE,85017,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,6.0
201500002114712,2015-11-03 06:24:00,MOTOR VEHICLE THEFT,4500 N 23RD AVE,85015,PARKING LOT,2015.0,11.0,Tuesday,6.0
201500002122168,2015-11-03 07:00:00,MOTOR VEHICLE THEFT,4600 W AIRE LIBRE AVE,85306,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,7.0
201500002115130,2015-11-03 07:30:00,LARCENY-THEFT,2400 E VALLEY VIEW DR,85042,PARKING LOT,2015.0,11.0,Tuesday,7.0
201500002117534,2015-11-03 07:50:00,MOTOR VEHICLE THEFT,6200 S 15TH AVE,85041,SCHOOL-ELEMENTARY/SECONDARY,2015.0,11.0,Tuesday,7.0
201500002117968,2015-11-03 07:50:00,BURGLARY,18400 N 12TH PL,85022,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,7.0
201500002371280,2015-11-03 08:00:00,LARCENY-THEFT,3100 W SILVER SAGE LN,85083,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,8.0
201500002120019,2015-11-03 08:00:00,LARCENY-THEFT,2700 E MINE CREEK RD,85024,PARKING LOT,2015.0,11.0,Tuesday,8.0
201500002116520,2015-11-03 08:00:00,MOTOR VEHICLE THEFT,3600 W THOMAS RD,85009,PARKING LOT,2015.0,11.0,Tuesday,8.0
201500002115102,2015-11-03 08:00:00,LARCENY-THEFT,3100 W INDIAN SCHOOL RD,85017,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,8.0
201500002115432,2015-11-03 08:45:00,ROBBERY,6700 W CLARENDON AVE,85033,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,8.0
201500002115406,2015-11-03 08:50:00,LARCENY-THEFT,2000 W WAYLAND RD,85041,DRIVEWAY,2015.0,11.0,Tuesday,8.0
201510000015791,2015-11-03 09:00:00,MOTOR VEHICLE THEFT,1800 N 18TH ST,85006,APARTMENT,2015.0,11.0,Tuesday,9.0
201500002125748,2015-11-03 09:00:00,BURGLARY,1700 S 2ND ST,85004,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,9.0
201500002116812,2015-11-03 09:00:00,LARCENY-THEFT,7000 W INDIAN SCHOOL RD,85033,VEHICLE,2015.0,11.0,Tuesday,9.0
201500002119200,2015-11-03 09:30:00,BURGLARY,2500 N 28TH PL,85008,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,9.0
201500002116689,2015-11-03 09:30:00,BURGLARY,3400 W DANBURY DR,85053,APARTMENT,2015.0,11.0,Tuesday,9.0
201500002115644,2015-11-03 09:49:00,AGGRAVATED ASSAULT,2500 N 47TH LN,85035,FENCED RESIDENTIAL YARD,2015.0,11.0,Tuesday,9.0
201500002119662,2015-11-03 10:00:00,LARCENY-THEFT,1600 W TAMARISK AVE,85041,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,10.0
201500002129720,2015-11-03 10:00:00,LARCENY-THEFT,1000 N 3RD ST,85004,APARTMENT,2015.0,11.0,Tuesday,10.0
201500002115804,2015-11-03 10:21:00,LARCENY-THEFT,6100 N 35TH AVE,85017,RETAIL BUSINESS,2015.0,11.0,Tuesday,10.0
201500002115848,2015-11-03 10:27:00,DRUG OFFENSE,2200 W INDIAN SCHOOL RD,85015,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,10.0
201500002116004,2015-11-03 10:49:00,LARCENY-THEFT,8800 N 7TH ST,85020,SPECIALTY STORE,2015.0,11.0,Tuesday,10.0
201500002116158,2015-11-03 10:50:00,LARCENY-THEFT,6100 S 35TH AVE,85041,PARKING LOT,2015.0,11.0,Tuesday,10.0
201500002118263,2015-11-03 11:00:00,BURGLARY,4200 W LEWIS AVE,85009,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,11.0
201500002144421,2015-11-03 11:00:00,BURGLARY,2400 E ALICIA DR,85042,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,11.0
201500002123202,2015-11-03 11:00:00,LARCENY-THEFT,19600 N 31ST AVE,85027,VEHICLE,2015.0,11.0,Tuesday,11.0
201500002161621,2015-11-03 11:11:00,LARCENY-THEFT,3000 N 3RD ST,85012,MEDICAL OFFICE,2015.0,11.0,Tuesday,11.0
201500002116217,2015-11-03 11:20:00,DRUG OFFENSE,1700 W THUNDERBIRD RD,85023,SCHOOL-ELEMENTARY/SECONDARY,2015.0,11.0,Tuesday,11.0
201500002116660,2015-11-03 11:30:00,MOTOR VEHICLE THEFT,500 E BASELINE RD,85042,PARKING LOT,2015.0,11.0,Tuesday,11.0
201500002107802,2015-11-03 11:49:00,MOTOR VEHICLE THEFT,3400 E TONTO DR,85044,DRIVEWAY,2015.0,11.0,Tuesday,11.0
201500002116653,2015-11-03 11:50:00,LARCENY-THEFT,10400 S 19TH AVE,85041,VEHICLE,2015.0,11.0,Tuesday,11.0
201600000419856,2015-11-03 12:00:00,LARCENY-THEFT,3800 W CLAREMONT ST,85019,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,12.0
201500002117471,2015-11-03 12:00:00,MOTOR VEHICLE THEFT,6700 N 25TH DR,85017,APARTMENT,2015.0,11.0,Tuesday,12.0
201500002116515,2015-11-03 12:10:00,LARCENY-THEFT,6100 S 35TH AVE,85041,RETAIL BUSINESS,2015.0,11.0,Tuesday,12.0
201500002116566,2015-11-03 12:15:00,LARCENY-THEFT,4800 N 83RD AVE,85033,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,12.0
201500002117650,2015-11-03 12:25:00,LARCENY-THEFT,2300 E EARLL DR,85016,OFFICE / COMMERCIAL BUILDING,2015.0,11.0,Tuesday,12.0
201500002117714,2015-11-03 12:30:00,LARCENY-THEFT,5400 S 7TH ST,85040,SCHOOL-ELEMENTARY/SECONDARY,2015.0,11.0,Tuesday,12.0
201500002117064,2015-11-03 12:30:00,DRUG OFFENSE,4100 N 27TH AVE,85017,PARKING LOT,2015.0,11.0,Tuesday,12.0
201500002117218,2015-11-03 12:45:00,DRUG OFFENSE,8200 S 59TH AVE,85339,SCHOOL-OTHER,2015.0,11.0,Tuesday,12.0
201500002116712,2015-11-03 12:45:00,LARCENY-THEFT,2700 W THUNDERBIRD RD,85053,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,12.0
201500002117065,2015-11-03 12:45:00,DRUG OFFENSE,4100 N 27TH AVE,85017,PARKING LOT,2015.0,11.0,Tuesday,12.0
201500002118262,2015-11-03 12:50:00,BURGLARY,6500 W MONTE VISTA RD,85035,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,12.0
201500002116764,2015-11-03 12:52:00,LARCENY-THEFT,6100 S 75TH AVE,85339,RETAIL BUSINESS,2015.0,11.0,Tuesday,12.0
201500002116984,2015-11-03 13:15:00,LARCENY-THEFT,7300 W THOMAS RD,85035,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,13.0
201500002117436,2015-11-03 13:30:00,DRUG OFFENSE,3400 S 67TH AVE,85043,SCHOOL-ELEMENTARY/SECONDARY,2015.0,11.0,Tuesday,13.0
201500002117163,2015-11-03 13:30:00,BURGLARY,7400 W JONES AVE,85043,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,13.0
201580008570,2015-11-03 13:47:00,LARCENY-THEFT,4400 S 28TH ST,85040,APARTMENT,2015.0,11.0,Tuesday,13.0
201500002117110,2015-11-03 13:48:00,LARCENY-THEFT,N 19TH AVE & W VAN BUREN ST,85007,BUS,2015.0,11.0,Tuesday,13.0
201500002117144,2015-11-03 13:50:00,LARCENY-THEFT,4200 W MCDOWELL RD,85009,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,13.0
201500002122894,2015-11-03 14:00:00,LARCENY-THEFT,600 N CENTRAL AVE,85003,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,14.0
201500002118152,2015-11-03 14:00:00,MOTOR VEHICLE THEFT,5100 N 99TH AVE,85307,APARTMENT,2015.0,11.0,Tuesday,14.0
201500002123360,2015-11-03 14:00:00,LARCENY-THEFT,8100 N BLACK CANYON FWY,85051,HOTEL / MOTEL,2015.0,11.0,Tuesday,14.0
201510000015941,2015-11-03 14:00:00,DRUG OFFENSE,18400 N 27TH AVE,85053,PARKING LOT,2015.0,11.0,Tuesday,14.0
201500002117252,2015-11-03 14:13:00,MOTOR VEHICLE THEFT,6600 S 22ND ST,85042,CONDO / TOWNHOUSE,2015.0,11.0,Tuesday,14.0
201500002117332,2015-11-03 14:26:00,DRUG OFFENSE,1800 S 7TH ST,85004,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,14.0
201500002119844,2015-11-03 14:30:00,BURGLARY,7200 N 34TH AVE,85051,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,14.0
201500002117574,2015-11-03 14:46:00,BURGLARY,4700 W BELL RD,85308,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,14.0
201500002128396,2015-11-03 14:50:00,AGGRAVATED ASSAULT,10200 W COUNTRY PLACE BLVD,85353,SCHOOL-COLLEGE/UNIVERSITY,2015.0,11.0,Tuesday,14.0
201510000015992,2015-11-03 15:00:00,LARCENY-THEFT,2600 E CACTUS RD,85028,APARTMENT,2015.0,11.0,Tuesday,15.0
201500002120779,2015-11-03 15:00:00,LARCENY-THEFT,9200 N 19TH AVE,85021,APARTMENT,2015.0,11.0,Tuesday,15.0
201500002118261,2015-11-03 15:00:00,LARCENY-THEFT,200 E BETH DR,85042,DRIVEWAY,2015.0,11.0,Tuesday,15.0
201500002132012,2015-11-03 15:00:00,LARCENY-THEFT,14600 N 15TH DR,85023,VEHICLE,2015.0,11.0,Tuesday,15.0
201500002117628,2015-11-03 15:02:00,LARCENY-THEFT,500 E BASELINE RD,85042,RETAIL BUSINESS,2015.0,11.0,Tuesday,15.0
201500002117679,2015-11-03 15:07:00,LARCENY-THEFT,17200 N 19TH AVE,85023,RETAIL BUSINESS,2015.0,11.0,Tuesday,15.0
201500002117948,2015-11-03 15:10:00,LARCENY-THEFT,4800 N 83RD AVE,85033,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,15.0
201500002121521,2015-11-03 15:15:00,BURGLARY,4200 W BROWN ST,85051,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,15.0
201500002201876,2015-11-03 15:34:00,LARCENY-THEFT,5900 W MCDOWELL RD,85035,RETAIL BUSINESS,2015.0,11.0,Tuesday,15.0
201500002117959,2015-11-03 15:40:00,ROBBERY,13800 N 19TH AVE,85023,PARKING LOT,2015.0,11.0,Tuesday,15.0
201500002118864,2015-11-03 15:50:00,LARCENY-THEFT,4300 W BELL RD,85308,PARKING LOT,2015.0,11.0,Tuesday,15.0
201500002118081,2015-11-03 15:55:00,LARCENY-THEFT,10000 N METRO PKWY E,85051,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,15.0
201500002121688,2015-11-03 16:00:00,BURGLARY,2100 W MOUNTAIN VIEW RD,85021,WAREHOUSE / FACTORY,2015.0,11.0,Tuesday,16.0
201500002118140,2015-11-03 16:00:00,ROBBERY,15200 S 50TH ST,85044,HOTEL / MOTEL,2015.0,11.0,Tuesday,16.0
201500002118474,2015-11-03 16:00:00,LARCENY-THEFT,1900 W INDIAN SCHOOL RD,85015,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,16.0
201500002124863,2015-11-03 16:00:00,ROBBERY,900 W LYNNE LN,85041,PARKING LOT,2015.0,11.0,Tuesday,16.0
201500002066203,2015-11-03 16:00:00,MOTOR VEHICLE THEFT,4600 S 19TH AVE,85041,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,16.0
201500002119157,2015-11-03 16:00:00,LARCENY-THEFT,2700 E INDIAN SCHOOL RD,85016,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,16.0
201500002121981,2015-11-03 16:00:00,MOTOR VEHICLE THEFT,8400 S 6TH AVE,85041,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,16.0
201500002125580,2015-11-03 16:00:00,LARCENY-THEFT,4900 W VIRGINIA AVE,85035,DRIVEWAY,2015.0,11.0,Tuesday,16.0
201500002120511,2015-11-03 16:03:00,LARCENY-THEFT,4100 E CHANDLER BLVD,85044,BUS,2015.0,11.0,Tuesday,16.0
201500002118199,2015-11-03 16:13:00,AGGRAVATED ASSAULT,1700 W POLK ST,85007,FENCED RESIDENTIAL YARD,2015.0,11.0,Tuesday,16.0
201680003468,2015-11-03 16:17:00,LARCENY-THEFT,2300 E CAMELBACK RD,85016,OFFICE / COMMERCIAL BUILDING,2015.0,11.0,Tuesday,16.0
201500002119614,2015-11-03 16:21:00,LARCENY-THEFT,6100 N 35TH AVE,85017,RETAIL BUSINESS,2015.0,11.0,Tuesday,16.0
201500002121735,2015-11-03 16:30:00,LARCENY-THEFT,11000 N 22ND AVE,85029,FENCED COMMERCIAL YARD,2015.0,11.0,Tuesday,16.0
201500002118511,2015-11-03 16:40:00,LARCENY-THEFT,2000 N 75TH AVE,85035,RETAIL BUSINESS,2015.0,11.0,Tuesday,16.0
201500002119384,2015-11-03 16:50:00,BURGLARY,3300 W IRONWOOD DR,85051,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,16.0
201500002118971,2015-11-03 17:15:00,LARCENY-THEFT,21000 N TATUM BLVD,85054,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,17.0
201500002118699,2015-11-03 17:21:00,AGGRAVATED ASSAULT,E BEARDSLEY RD & N 7TH ST,85024,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Tuesday,17.0
201500002118780,2015-11-03 17:25:00,LARCENY-THEFT,1500 E SOUTHERN AVE,85040,CONVENIENCE MARKET / STORE,2015.0,11.0,Tuesday,17.0
201500002118959,2015-11-03 17:30:00,MOTOR VEHICLE THEFT,4200 W CACTUS RD,85029,PARKING LOT,2015.0,11.0,Tuesday,17.0
201500002126001,2015-11-03 17:30:00,LARCENY-THEFT,19900 N 23RD AVE,85027,APARTMENT,2015.0,11.0,Tuesday,17.0
201500002119739,2015-11-03 17:30:00,LARCENY-THEFT,2200 E MCKINLEY ST,85006,APARTMENT,2015.0,11.0,Tuesday,17.0
201500002118756,2015-11-03 17:31:00,LARCENY-THEFT,5200 W INDIAN SCHOOL RD,85031,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,17.0
201500002279869,2015-11-03 17:32:00,LARCENY-THEFT,2500 W HAPPY VALLEY RD,85085,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,17.0
201500002118860,2015-11-03 17:35:00,MOTOR VEHICLE THEFT,2300 E WOOD ST,85040,VEHICLE,2015.0,11.0,Tuesday,17.0
201500002118914,2015-11-03 17:40:00,LARCENY-THEFT,4500 E CACTUS RD,85032,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,17.0
201500002118962,2015-11-03 17:40:00,LARCENY-THEFT,4000 E CHANDLER BLVD,85048,OFFICE / COMMERCIAL BUILDING,2015.0,11.0,Tuesday,17.0
201500002118990,2015-11-03 17:48:00,LARCENY-THEFT,6500 W HAPPY VALLEY RD,85083,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,17.0
201500002118907,2015-11-03 17:49:00,LARCENY-THEFT,6200 S 16TH ST,85042,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,17.0
201500002119406,2015-11-03 17:51:00,LARCENY-THEFT,6200 S 16TH ST,85042,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,17.0
201500002121566,2015-11-03 17:56:00,BURGLARY,15800 N 11TH ST,85022,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,17.0
201500002121595,2015-11-03 18:00:00,LARCENY-THEFT,3400 W PASEO WAY,85339,VEHICLE,2015.0,11.0,Tuesday,18.0
201500002118972,2015-11-03 18:00:00,DRUG OFFENSE,15700 S 50TH ST,85048,CANAL / RIGHT-OF-WAY,2015.0,11.0,Tuesday,18.0
201500002123017,2015-11-03 18:00:00,LARCENY-THEFT,2100 W PARKSIDE LN,85027,OFFICE / COMMERCIAL BUILDING,2015.0,11.0,Tuesday,18.0
201500002156521,2015-11-03 18:00:00,LARCENY-THEFT,5400 E VAN BUREN ST,85034,CONDO / TOWNHOUSE,2015.0,11.0,Tuesday,18.0
201500002120380,2015-11-03 18:00:00,BURGLARY,2200 E MCKINLEY ST,85006,APARTMENT,2015.0,11.0,Tuesday,18.0
201500002119817,2015-11-03 18:00:00,MOTOR VEHICLE THEFT,2800 E WIER AVE,85040,APARTMENT,2015.0,11.0,Tuesday,18.0
201500002119025,2015-11-03 18:08:00,ROBBERY,E GLENDALE AVE & N 7TH ST,85020,DRUG STORE,2015.0,11.0,Tuesday,18.0
201500002119185,2015-11-03 18:15:00,LARCENY-THEFT,2500 W VAN BUREN ST,85009,SPECIALTY STORE,2015.0,11.0,Tuesday,18.0
201500002121558,2015-11-03 18:30:00,BURGLARY,4000 E BROADWAY RD,85040,RESTAURANT,2015.0,11.0,Tuesday,18.0
201500002119453,2015-11-03 18:40:00,DRUG OFFENSE,4200 W PASADENA AVE,85019,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,18.0
201500002121412,2015-11-03 19:00:00,LARCENY-THEFT,9800 S 51ST ST,85044,PARKING LOT,2015.0,11.0,Tuesday,19.0
201500002155520,2015-11-03 19:00:00,MOTOR VEHICLE THEFT,2300 W CARSON RD,85041,THEATRE,2015.0,11.0,Tuesday,19.0
201500002119720,2015-11-03 19:00:00,LARCENY-THEFT,3100 E THOMAS RD,85016,PARKING LOT,2015.0,11.0,Tuesday,19.0
201500002121505,2015-11-03 19:00:00,BURGLARY,3500 W HOPI TRL,85339,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,19.0
201500002119563,2015-11-03 19:05:00,DRUG OFFENSE,3400 N CENTRAL AVE,85013,RETAIL BUSINESS,2015.0,11.0,Tuesday,19.0
201500002157102,2015-11-03 19:10:00,BURGLARY,1600 E CAMELBACK RD,85016,RETAIL BUSINESS,2015.0,11.0,Tuesday,19.0
201500002137798,2015-11-03 19:11:00,RAPE,700 W MARIPOSA ST,85013,GARAGE,2015.0,11.0,Tuesday,19.0
201500002119588,2015-11-03 19:27:00,LARCENY-THEFT,1600 W BETHANY HOME RD,85015,RETAIL BUSINESS,2015.0,11.0,Tuesday,19.0
